artist,0,1,2,3,4
2 Chainz,0.0,0.3467153284671533,0.023114355231143552,0.0,0.6301703163017032
21 Savage,0.2482598607888631,0.0,0.1716937354988399,0.1345707656612529,0.44547563805104406
2Pac,0.43350785340314135,0.04712041884816754,0.15078534031413612,0.36858638743455496,0.0
50 Cent,0.0,0.24918032786885247,0.07049180327868852,0.22131147540983606,0.45901639344262296
A Boogie wit da Hoodie,0.0,0.05818181818181818,0.10727272727272727,0.04363636363636364,0.7909090909090909
A Tribe Called Quest,0.0,0.20361990950226244,0.0,0.7963800904977375,0.0
Ab-Soul,0.28475033738191635,0.04183535762483131,0.20242914979757085,0.4709851551956815,0.0
Action Bronson,0.17277486910994763,0.0,0.0,0.15706806282722513,0.6701570680628273
Aesop Rock,0.0,0.26245847176079734,0.7375415282392026,0.0,0.0
AsAP Ferg,0.15126050420168066,0.0,0.2969187675070028,0.12324929971988796,0.42857142857142855
AsAP Rocky,0.19855967078189302,0.2674897119341564,0.0102880658436214,0.10185185185185185,0.4218106995884774
Atmosphere,0.1326530612244898,0.2729591836734694,0.4413265306122449,0.15306122448979592,0.0
B.o.B,0.3065217391304348,0.27608695652173915,0.24130434782608695,0.0,0.17608695652173914
BROCKHAMPTON,0.0,0.40733590733590735,0.0,0.22586872586872586,0.3667953667953668
Beastie Boys,0.0,0.6224719101123596,0.0,0.27415730337078653,0.10337078651685393
Big Daddy Kane,0.0,0.37168141592920356,0.0,0.6283185840707964,0.0
Big K.R.I.T.,0.3108320251177394,0.18838304552590268,0.3076923076923077,0.0,0.19309262166405022
Big L,0.15,0.4074074074074074,0.12962962962962962,0.31296296296296294,0.0
Big Sean,0.33518776077885953,0.0,0.0,0.45897079276773295,0.20584144645340752
Biz Markie,0.0,0.49079754601226994,0.18200408997955012,0.32719836400818,0.0
Blackalicious,0.0,0.298932384341637,0.2526690391459075,0.2793594306049822,0.16903914590747332
Bone Thugs-N-Harmony,0.23525179856115108,0.07266187050359713,0.13381294964028778,0.2647482014388489,0.2935251798561151
Brand Nubian,0.0,0.284796573875803,0.22055674518201285,0.4261241970021413,0.06852248394004283
Brother Ali,0.19435736677115986,0.0,0.34796238244514105,0.45768025078369906,0.0
Bun B,0.3086269744835966,0.0583232077764277,0.0,0.20048602673147023,0.43256379100850545
Busdriver,0.30317848410757947,0.029339853300733496,0.45965770171149145,0.2078239608801956,0.0
Busta Rhymes,0.29577464788732394,0.18779342723004694,0.0,0.5164319248826291,0.0
Cam’ron,0.317157712305026,0.2339688041594454,0.04679376083188908,0.4020797227036395,0.0
Canibus,0.08415841584158416,0.20668316831683167,0.26485148514851486,0.4443069306930693,0.0
Childish Gambino,0.15212981744421908,0.359026369168357,0.012170385395537525,0.4766734279918864,0.0
Common,0.22727272727272727,0.0,0.5104895104895105,0.26223776223776224,0.0
CunninLynguists,0.20136518771331058,0.08532423208191127,0.6109215017064846,0.10238907849829351,0.0
Cypress Hill,0.5058139534883721,0.011627906976744186,0.14534883720930233,0.3372093023255814,0.0
DMX,0.15340086830680175,0.05065123010130246,0.1287988422575977,0.008683068017366137,0.658465991316932
Danny Brown,0.679920477137177,0.0,0.027833001988071572,0.14314115308151093,0.14910536779324055
Das EFX,0.06073752711496746,0.5401301518438177,0.0,0.39913232104121477,0.0
De La Soul,0.0,0.0,0.7756410256410257,0.22435897435897437,0.0
Death Grips,0.21604938271604937,0.30864197530864196,0.2777777777777778,0.0,0.19753086419753085
Del The Funky Homosapien,0.05785123966942149,0.7851239669421488,0.0,0.15702479338842976,0.0
Denzel Curry,0.07216494845360824,0.0,0.08762886597938144,0.4261168384879725,0.41408934707903783
Diddy,0.34775888717156106,0.06491499227202473,0.17928902627511592,0.4080370942812983,0.0
Dizzee Rascal,0.16666666666666666,0.34444444444444444,0.1111111111111111,0.37777777777777777,0.0
Drake,0.310838445807771,0.3537832310838446,0.0,0.33537832310838445,0.0
E-40,0.18763326226012794,0.19189765458422176,0.2025586353944563,0.0,0.417910447761194
Eminem,0.18985695708712613,0.3693107932379714,0.2613784135240572,0.17945383615084526,0.0
Eve,0.2687813021702838,0.22036727879799667,0.0,0.5108514190317195,0.0
Fat Joe,0.3076923076923077,0.11965811965811966,0.0,0.31794871794871793,0.2547008547008547
Flatbush Zombies,0.23407202216066483,0.0,0.278393351800554,0.27285318559556787,0.2146814404432133
Foxy Brown,0.11842105263157894,0.15413533834586465,0.0,0.35714285714285715,0.37030075187969924
Future,0.14578587699316628,0.0193621867881549,0.0,0.08656036446469248,0.7482915717539863
G-Eazy,0.0,0.2582236842105263,0.009868421052631578,0.12828947368421054,0.6036184210526315
GZA,0.016713091922005572,0.35097493036211697,0.0,0.6323119777158774,0.0
Gang Starr,0.0,0.34397163120567376,0.06914893617021277,0.5868794326241135,0.0
Geto Boys,0.22379912663755458,0.14519650655021835,0.10807860262008734,0.5229257641921398,0.0
Ghostface Killah,0.15476190476190477,0.05952380952380952,0.23511904761904762,0.0,0.5505952380952381
Goodie Mob,0.4201474201474201,0.0,0.11302211302211303,0.4668304668304668,0.0
Gucci Mane,0.41201117318435754,0.012569832402234637,0.11173184357541899,0.06843575418994413,0.3952513966480447
Hopsin,0.11382113821138211,0.21002710027100271,0.13279132791327913,0.33604336043360433,0.2073170731707317
Ice Cube,0.40608228980322003,0.07513416815742398,0.16279069767441862,0.2003577817531306,0.1556350626118068
Ice-T,0.38687150837988826,0.14804469273743018,0.012569832402234637,0.45251396648044695,0.0
Immortal Technique,0.09205548549810845,0.12862547288776796,0.27994955863808324,0.49936948297604034,0.0
Insane Clown Posse,0.4449648711943794,0.12256049960967993,0.23575331772053085,0.08040593286494926,0.11631537861046058
J. Cole,0.21064814814814814,0.0,0.24537037037037038,0.39351851851851855,0.15046296296296297
JAY-Z,0.3287981859410431,0.0,0.1746031746031746,0.3492063492063492,0.1473922902494331
Jadakiss,0.1525096525096525,0.0,0.15057915057915058,0.10810810810810811,0.5888030888030888
Jay Rock,0.011799410029498525,0.08849557522123894,0.32595870206489674,0.275811209439528,0.29793510324483774
Jean Grae,0.1443661971830986,0.2535211267605634,0.0,0.602112676056338,0.0
Jedi Mind Tricks,0.0,0.1108695652173913,0.5434782608695652,0.3282608695652174,0.017391304347826087
Jeezy,0.32486631016042783,0.0,0.17780748663101603,0.0,0.49732620320855614
Joe Budden,0.2481536189069424,0.1344165435745938,0.28064992614475626,0.33677991137370755,0.0
Joey Badass,0.020958083832335328,0.48502994011976047,0.13922155688622753,0.17964071856287425,0.1751497005988024
Juelz Santana,0.0,0.11072664359861592,0.08131487889273356,0.0,0.8079584775086506
Juicy J,0.5298840321141838,0.16592328278322926,0.0,0.0,0.30419268510258696
Juvenile,0.5073465859982714,0.0,0.09853068280034573,0.28694900605012963,0.10717372515125324
K-Rino,0.018808777429467086,0.12695924764890282,0.45297805642633227,0.3573667711598746,0.0438871473354232
K.A.A.N.,0.11960784313725491,0.15,0.2872549019607843,0.44313725490196076,0.0
KRS-One,0.18120805369127516,0.33053691275167785,0.07885906040268456,0.40939597315436244,0.0
Kano,0.16051660516605165,0.2564575645756458,0.3505535055350554,0.17158671586715868,0.06088560885608856
Kanye West,0.22966507177033493,0.04146730462519936,0.3141945773524721,0.12759170653907495,0.28708133971291866
Kendrick Lamar,0.32435344827586204,0.18426724137931033,0.2025862068965517,0.2801724137931034,0.008620689655172414
Kevin Gates,0.17794117647058824,0.24411764705882352,0.03676470588235294,0.24411764705882352,0.29705882352941176
Kid Cudi,0.4570446735395189,0.12714776632302405,0.012027491408934709,0.40378006872852235,0.0
Kid Ink,0.4722222222222222,0.0,0.13398692810457516,0.3937908496732026,0.0
Killah Priest,0.0,0.34823529411764703,0.4188235294117647,0.23294117647058823,0.0
Kodak Black,0.06818181818181818,0.011363636363636364,0.13257575757575757,0.0,0.7878787878787878
Kool G Rap,0.33423180592991913,0.1522911051212938,0.08086253369272237,0.35714285714285715,0.07547169811320754
Kool Keith,0.0,0.702928870292887,0.20292887029288703,0.027196652719665274,0.06694560669456066
LL Cool J,0.031578947368421054,0.6406015037593985,0.07669172932330827,0.2511278195488722,0.0
Lecrae,0.09576138147566719,0.10518053375196232,0.533751962323391,0.2653061224489796,0.0
Lil Baby,0.12612612612612611,0.10810810810810811,0.13663663663663664,0.04054054054054054,0.5885885885885885
Lil Durk,0.0,0.014112903225806451,0.04435483870967742,0.1935483870967742,0.7479838709677419
Lil Peep,0.19823788546255505,0.45374449339207046,0.0881057268722467,0.2599118942731278,0.0
Lil Uzi Vert,0.07549668874172186,0.0,0.0,0.2052980132450331,0.7192052980132451
Lil Wayne,0.6314984709480123,0.0,0.03058103975535168,0.03363914373088685,0.30428134556574926
Lil Yachty,0.0,0.04426002766251729,0.02627939142461964,0.0,0.9294605809128631
Lil’ Kim,0.1517509727626459,0.1880674448767834,0.07263294422827497,0.1543450064850843,0.43320363164721143
Logic,0.3253467843631778,0.05044136191677175,0.25220680958385877,0.2723833543505675,0.09962168978562422
Ludacris,0.5901856763925729,0.1286472148541114,0.0,0.16047745358090185,0.1206896551724138
Lupe Fiasco,0.163855421686747,0.08072289156626505,0.2710843373493976,0.1493975903614458,0.3349397590361446
MC Lyte,0.11604938271604938,0.4567901234567901,0.28888888888888886,0.1382716049382716,0.0
MF DOOM,0.02553191489361702,0.37872340425531914,0.20851063829787234,0.3872340425531915,0.0
Mac Dre,0.36666666666666664,0.05,0.0,0.0,0.5833333333333334
Mac Miller,0.37073170731707317,0.0,0.4634146341463415,0.0,0.16585365853658537
Machine Gun Kelly,0.2141057934508816,0.10327455919395466,0.02518891687657431,0.41309823677581864,0.24433249370277077
Master P,0.33136094674556216,0.046351084812623275,0.0,0.27613412228796846,0.34615384615384615
Meek Mill,0.08823529411764706,0.08235294117647059,0.027058823529411764,0.25529411764705884,0.5470588235294118
Method Man,0.28211009174311924,0.05963302752293578,0.07339449541284404,0.5848623853211009,0.0
Migos,0.11365494685200327,0.2542927228127555,0.029435813573180702,0.0,0.6026165167620605
Mobb Deep,0.19582850521436848,0.21089223638470453,0.24913093858632676,0.0996523754345307,0.24449594438006952
Murs,0.15367483296213807,0.0378619153674833,0.39198218262806234,0.41648106904231624,0.0
NF,0.0,0.1408695652173913,0.1808695652173913,0.6782608695652174,0.0
Nas,0.13421828908554573,0.13569321533923304,0.22418879056047197,0.5058997050147492,0.0
Nelly,0.10179640718562874,0.4041916167664671,0.34281437125748504,0.15119760479041916,0.0
Nicki Minaj,0.0,0.0,0.3176638176638177,0.23219373219373218,0.45014245014245013
OutKast,0.27742749054224464,0.0,0.15762925598991173,0.29760403530895335,0.2673392181588903
Public Enemy,0.01511879049676026,0.1857451403887689,0.20950323974082075,0.5896328293736501,0.0
RZA,0.0,0.26545454545454544,0.26545454545454544,0.38181818181818183,0.08727272727272728
Raekwon,0.07504078303425775,0.26916802610114193,0.0799347471451876,0.43066884176182707,0.14518760195758565
Redman,0.6599597585513078,0.06237424547283702,0.0,0.04024144869215292,0.23742454728370221
Rich Homie Quan,0.09838274932614555,0.09568733153638814,0.0,0.0,0.8059299191374663
Rich The Kid,0.0,0.10953346855983773,0.09939148073022312,0.0,0.7910750507099391
Rick Ross,0.011363636363636364,0.0,0.1755050505050505,0.3005050505050505,0.5126262626262627
Rittz,0.13924050632911392,0.04272151898734177,0.05221518987341772,0.4620253164556962,0.3037974683544304
"Royce da 5'9""",0.2656546489563567,0.07020872865275142,0.2732447817836812,0.3908918406072106,0.0
Run–D.M.C.,0.05200945626477541,0.6052009456264775,0.0,0.34278959810874704,0.0
Russ,0.1417004048582996,0.3481781376518219,0.5101214574898786,0.0,0.0
SUICIDEBOYS,0.6083086053412463,0.0,0.20771513353115728,0.0,0.18397626112759644
Sage Francis,0.0423728813559322,0.0,0.5988700564971752,0.3587570621468927,0.0
Salt-N-Pepa,0.28623853211009176,0.3853211009174312,0.0,0.3284403669724771,0.0
ScHoolboy Q,0.645910780669145,0.0,0.02973977695167286,0.17936802973977695,0.1449814126394052
Scarface,0.3605015673981191,0.0,0.08620689655172414,0.5532915360501567,0.0
Skyzoo,0.0,0.36363636363636365,0.12878787878787878,0.49242424242424243,0.015151515151515152
Snoop Dogg,0.5458786936236392,0.0,0.03732503888024884,0.416796267496112,0.0
T.I.,0.2848101265822785,0.1518987341772152,0.0,0.07088607594936709,0.49240506329113926
Talib Kweli,0.06272401433691756,0.1917562724014337,0.06451612903225806,0.6810035842293907,0.0
Tech N9ne,0.12097812097812098,0.2084942084942085,0.03861003861003861,0.5302445302445302,0.10167310167310167
The Game,0.3563579277864992,0.09576138147566719,0.2119309262166405,0.3359497645211931,0.0
The Roots,0.07407407407407407,0.22962962962962963,0.022222222222222223,0.674074074074074,0.0
Three 6 Mafia,0.7231352718078382,0.10872313527180784,0.0,0.0,0.168141592920354
Too short,0.34845360824742266,0.06907216494845361,0.0,0.1824742268041237,0.4
Travis Scott,0.26465364120781526,0.07460035523978685,0.17939609236234458,0.0,0.48134991119005327
Trick Daddy,0.5581395348837209,0.060077519379844964,0.0,0.19186046511627908,0.18992248062015504
Trina,0.5894160583941606,0.0,0.0,0.14233576642335766,0.26824817518248173
Twista,0.46567164179104475,0.23134328358208955,0.06865671641791045,0.23432835820895523,0.0
Tyga,0.4755661501787843,0.12872467222884387,0.0,0.0,0.3957091775923719
"Tyler, The Creator",0.0,0.1162227602905569,0.43099273607748184,0.1016949152542373,0.35108958837772397
UGK,0.496309963099631,0.0,0.0,0.16051660516605165,0.34317343173431736
Vince Staples,0.6681127982646421,0.0,0.1561822125813449,0.07592190889370933,0.09978308026030369
Wale,0.10149942329873125,0.05651672433679354,0.3333333333333333,0.11649365628604383,0.39215686274509803
Watsky,0.20884520884520885,0.0,0.4201474201474201,0.371007371007371,0.0
Wiz Khalifa,0.042119565217391304,0.16576086956521738,0.3125,0.0,0.4796195652173913
Wu-Tang Clan,0.02900763358778626,0.45190839694656487,0.07633587786259542,0.44274809160305345,0.0
Xzibit,0.3315508021390374,0.0427807486631016,0.09982174688057041,0.34402852049910876,0.18181818181818182
YG,0.825354609929078,0.0,0.0,0.13297872340425532,0.041666666666666664
Yasiin Bey,0.025179856115107913,0.19964028776978418,0.2841726618705036,0.4910071942446043,0.0
Young Thug,0.12558139534883722,0.05813953488372093,0.0,0.040697674418604654,0.7755813953488372
YoungBoy Never Broke Again,0.4945054945054945,0.0,0.0,0.21611721611721613,0.2893772893772894
​cupcakKe,0.7272727272727273,0.0,0.1322314049586777,0.14049586776859505,0.0
